name,address,phone_numbers,websites
Catholic Charities of Green Bay (Manitowoc),"206 N. 8th St, Manitowoc, WI 54220",(920) 684-6651,http://www.newcatholiccharities.org 	charitiesgb@gbdioc.org
Catholic Charities of La Crosse,"3710 East Ave S., La Crosse, WI 54602",(608) 782-0710,https://www.cclse.org 	info@cclse.org
Catholic Charities of Milwaukee - Legal Services for Immigrants,"731 W. Washington St., St. Patrick Parish, Milwaukee, WI 53204",(414) 643-8570,http://www.ccmke.org 
"Center Against Sexual & Domestic Abuse, Inc.","318 21st Ave E., Superior, WI 54880",(715) 392-3136,http://www.casda.org 	info@casda.org
"Centro Hispano Milwaukee (Council for the Spanish Speaking, Inc.)","614 W. National Ave, Milwaukee, WI 53204",(414) 384-3700,http://www.centrohispanomke.org 	kmackenzie@spanishcenter-milw.org
Faith Community Church - Immigration Legal Services Outreach,"2931 Lucerne Drive, Janesville, WI 53545",(608) 758-2850,http://www.faithcommunitychurch.net 	etanwoodring@faithjanesville.org
International Institute of Wisconsin,"1110 N. Old World 3rd St., Suite 420, Milwaukee, WI 53203",(414) 225-6220,http://www.iiwisconsin.org 	info@iiwisconsin.org
Jewish Social Services of Madison,"6434 Enterprise Ln, Madison, WI 53719",(608) 278-1808,http://www.jssmadison.org 	jss@jssmadison.org
RISE Law Center/Centro Legal RISE,"1245 E. Washington Avenue, Suite 102, Madison, WI 53703",(608) 256-1015,https://www.facebook.com/pages/RISE-Law-Center/276984419010325 	info@riselawcenter.org
United Migrant Opportunity Services - Immigration Legal Services,"802 West Mitchell St, Milwaukee, WI 53204",(414) 389-6506,http://www.umos.org 	damaris.becker@umos.org
University of Wyoming College of Law - Center for International Human Rights Law & Advocacy,"1000 East University Ave, Department 3035, Laramie, WY 82071",(307) 766-3556,http://www.uwyo.edu/law/ihrla 	humanrts@uwyo.edu
"University of Wyoming College of Law - Legal Services Program, International and Human Rights and Domestic Violence Clinics","1000 E. University Ave., Department 3010, Laramie, WY 82071",(307) 766-3747,http://www.uwyo.edu/law 	tcrawfo4@uwyo.edu
Wyoming Coalition Against Domestic Violence and Sexual Assault,"P.O. Box 236, Laramie, WY 82073",(307) 755-0992,http://www.wyomingdvsa.org 	info@wyomingdvsa.org
